Date,Department,Project,Cost Center,Manager,Budget (USD),Actual Spend (USD),Variance (USD),Performance Score,Headcount,ROI (%)
09/15/2024,Support,Security Audit,IT1005,Alice Smith,460180,301657,158523,7.1,8,0.01
02/15/2024,Support,Cloud Migration,IT1001,David Brown,349188,296875,52313,4.5,7,0.51
03/06/2024,Support,Security Audit,IT1004,Carol White,475468,54995,420473,3.3,35,-0.17
03/30/2024,Support,Security Audit,IT1004,Bob Johnson,269526,192191,77335,3.2,18,0.64
09/18/2024,Support,Data Warehouse,IT1002,Carol White,424374,434755,-10381,7.1,46,0.57
03/29/2024,Support,Cloud Migration,IT1002,Bob Johnson,88578,461869,-373291,2.4,47,0.09
08/24/2024,Support,Customer Support Portal,IT1005,David Brown,140453,405466,-265013,7.6,7,0.81
09/11/2024,Support,Develop CRM,IT1003,Bob Johnson,95475,95686,-211,9.8,9,0.94
12/12/2024,Support,Cloud Migration,IT1005,David Brown,266232,255471,10761,6.9,34,0.2
06/10/2024,Support,Upgrade Network,IT1002,Carol White,194228,298974,-104746,4,31,0.76
06/05/2024,Support,Cloud Migration,IT1004,Bob Johnson,466280,92446,373834,6.1,32,-0.02
09/25/2024,Support,Develop CRM,IT1002,Bob Johnson,75711,488294,-412583,8.7,11,0.24
03/29/2024,Support,Develop CRM,IT1004,Carol White,80106,398376,-318270,2.8,16,0.25
03/02/2024,Support,Data Warehouse,IT1001,Carol White,413898,109341,304557,8,24,0.24
07/31/2024,Support,Customer Support Portal,IT1005,Carol White,277189,307715,-30526,8.4,17,0.55
11/13/2024,Support,Security Audit,IT1001,Carol White,330519,75903,254616,7.9,31,0.89
02/06/2024,Support,Data Warehouse,IT1005,Alice Smith,322158,417530,-95372,9.8,29,0.57
06/05/2024,Support,Develop CRM,IT1004,Alice Smith,414986,418395,-3409,7.1,25,0.9
04/14/2024,Support,Security Audit,IT1002,Alice Smith,189784,408554,-218770,7.1,46,0.69
12/06/2024,Support,Data Warehouse,IT1004,David Brown,391102,292388,98714,7.7,29,0.21
03/13/2024,Support,Security Audit,IT1003,Eva Green,345064,402755,-57691,3,35,-0.18
06/10/2024,Support,Upgrade Network,IT1004,Bob Johnson,301514,273346,28168,1.5,16,0.28
06/11/2024,Support,Security Audit,IT1004,Eva Green,83872,221318,-137446,4,5,0.97
07/09/2024,Support,Security Audit,IT1001,Bob Johnson,115942,398624,-282682,9.7,39,0.58
01/22/2024,Support,Cloud Migration,IT1004,Alice Smith,476150,229052,247098,9,3,0.24
03/16/2024,Support,Develop CRM,IT1005,David Brown,265516,263493,2023,6.4,2,0.66
05/10/2024,Support,Data Warehouse,IT1001,Carol White,155410,124445,30965,3,10,0.74
08/30/2024,Support,Data Warehouse,IT1004,David Brown,362863,430511,-67648,1.1,32,0.26
01/01/2024,Support,Security Audit,IT1004,Bob Johnson,346063,205129,140934,3.9,13,0.25
02/22/2024,Support,Develop CRM,IT1001,David Brown,84675,372891,-288216,8.5,4,0.6
09/17/2024,Support,Cloud Migration,IT1002,Eva Green,231517,402736,-171219,7.6,22,0.49
12/18/2024,Support,Data Warehouse,IT1004,Eva Green,415735,292084,123651,5.9,16,0.03
12/03/2024,Support,Customer Support Portal,IT1003,Alice Smith,191650,161015,30635,8.7,17,0.94
11/11/2024,Support,Customer Support Portal,IT1001,Eva Green,181060,162257,18803,9.6,2,0.29
04/12/2024,Support,Data Warehouse,IT1004,Alice Smith,199696,236536,-36840,6.1,17,0.36
03/27/2024,Support,Develop CRM,IT1001,David Brown,351338,264021,87317,5.6,38,-0.14
01/26/2024,Support,Customer Support Portal,IT1001,Eva Green,426047,411234,14813,4.5,17,0.09
10/23/2024,Support,Cloud Migration,IT1005,Carol White,313625,98870,214755,8.9,26,0.79
10/02/2024,Support,Customer Support Portal,IT1002,David Brown,267060,221068,45992,2.2,47,0.96
10/28/2024,Support,Customer Support Portal,IT1005,Alice Smith,455105,76683,378422,7.8,10,0.61
01/14/2024,Support,Upgrade Network,IT1001,Eva Green,358433,314934,43499,2.7,30,0.35
07/13/2024,Support,Customer Support Portal,IT1004,David Brown,365891,333624,32267,1.2,17,0.5
10/18/2024,Support,Data Warehouse,IT1002,Carol White,197595,418519,-220924,1.8,39,0.79
01/26/2024,Support,Security Audit,IT1002,David Brown,135024,380136,-245112,5.5,25,0.47
11/30/2024,Support,Data Warehouse,IT1005,Bob Johnson,430392,416253,14139,3.8,30,0.48
05/03/2024,Support,Develop CRM,IT1005,Alice Smith,389933,348295,41638,4.3,30,0.13
04/29/2024,Support,Cloud Migration,IT1003,Carol White,393630,373095,20535,9.2,28,0.04
03/05/2024,Support,Security Audit,IT1004,Carol White,284231,341643,-57412,7.3,28,0.18
07/11/2024,Support,Upgrade Network,IT1001,Carol White,72931,171890,-98959,4,2,0.41
10/13/2024,Support,Security Audit,IT1003,Eva Green,301671,259045,42626,4.6,11,-0.14
01/27/2024,Support,Upgrade Network,IT1003,Eva Green,75991,316053,-240062,3.3,7,0.31
09/29/2024,Support,Customer Support Portal,IT1002,Eva Green,235917,324535,-88618,2.1,3,0.26
07/22/2024,Support,Security Audit,IT1005,Bob Johnson,287113,474895,-187782,5.6,38,-0.13
01/30/2024,Support,Upgrade Network,IT1001,Alice Smith,178467,135408,43059,2,2,0.51
12/18/2024,Support,Upgrade Network,IT1002,Bob Johnson,268800,432716,-163916,4.5,46,0.86
06/08/2024,Support,Customer Support Portal,IT1001,Bob Johnson,176155,160062,16093,6.9,31,0.42
02/27/2024,Support,Upgrade Network,IT1001,Eva Green,82088,380270,-298182,9.5,12,-0.05
01/09/2024,Support,Data Warehouse,IT1005,Alice Smith,147718,263813,-116095,2.1,11,0.38
05/18/2024,Support,Data Warehouse,IT1005,Alice Smith,80949,268060,-187111,7.6,29,0.81
07/01/2024,Support,Develop CRM,IT1001,Carol White,380280,481121,-100841,6,41,0.18
04/03/2024,Support,Cloud Migration,IT1001,Eva Green,245691,81235,164456,8.8,18,0.03
08/09/2024,Support,Develop CRM,IT1001,Alice Smith,303279,126124,177155,7.8,19,0.79
08/17/2024,Support,Cloud Migration,IT1003,Carol White,311445,329629,-18184,8.5,40,0.96
09/02/2024,Support,Customer Support Portal,IT1002,Bob Johnson,101707,460489,-358782,8.5,8,-0.06
08/04/2024,Support,Upgrade Network,IT1004,Alice Smith,386960,261094,125866,2.1,8,0.38
07/27/2024,Support,Data Warehouse,IT1002,David Brown,353387,205596,147791,3.5,49,0.74
02/22/2024,Support,Cloud Migration,IT1005,Bob Johnson,223123,427585,-204462,6.8,26,0.37
02/08/2024,Support,Upgrade Network,IT1003,David Brown,377762,332820,44942,6.4,2,0.77
09/11/2024,Support,Security Audit,IT1002,David Brown,393276,381558,11718,5,44,0.62
12/28/2024,Support,Customer Support Portal,IT1002,Eva Green,314237,488512,-174275,1.4,46,-0.14
03/23/2024,Support,Customer Support Portal,IT1001,Eva Green,421344,419593,1751,8.4,17,0.67
07/06/2024,Support,Data Warehouse,IT1002,Carol White,309480,319528,-10048,3,40,1
08/06/2024,Support,Cloud Migration,IT1005,Alice Smith,241758,206536,35222,6.1,40,0.8
04/06/2024,Support,Develop CRM,IT1005,Bob Johnson,55039,103502,-48463,1.4,13,0.71
09/22/2024,Support,Develop CRM,IT1005,Carol White,60442,492175,-431733,6.8,18,0.19
06/28/2024,Support,Security Audit,IT1004,Bob Johnson,431873,147228,284645,9.5,33,0.49
05/08/2024,Support,Develop CRM,IT1004,Eva Green,264176,280198,-16022,2.5,6,0.47
12/07/2024,Support,Upgrade Network,IT1001,Carol White,379231,486005,-106774,2.1,43,0.3
12/29/2024,Support,Upgrade Network,IT1003,Carol White,313013,475514,-162501,4.7,16,-0.1
10/03/2024,Support,Data Warehouse,IT1003,Carol White,476674,360961,115713,2.6,40,0.03
07/03/2024,Support,Data Warehouse,IT1002,David Brown,472277,81830,390447,7.6,4,0.26
10/05/2024,Support,Upgrade Network,IT1003,Eva Green,205242,486283,-281041,3.8,43,0.83
10/04/2024,Support,Develop CRM,IT1003,David Brown,58024,50234,7790,4.5,39,0.7
01/10/2024,Support,Customer Support Portal,IT1005,David Brown,398091,311365,86726,1.9,43,-0.06
02/06/2024,Support,Cloud Migration,IT1004,David Brown,403973,232485,171488,7.1,49,0.5
11/14/2024,Support,Cloud Migration,IT1002,Eva Green,461473,458517,2956,9.3,14,0.24
09/07/2024,Support,Security Audit,IT1002,David Brown,413265,374370,38895,4.1,34,-0.06
09/02/2024,Support,Data Warehouse,IT1002,Bob Johnson,230903,434473,-203570,3,45,0.72
05/18/2024,Support,Develop CRM,IT1001,Alice Smith,205489,78134,127355,4.8,34,0.67
12/28/2024,Support,Upgrade Network,IT1004,David Brown,206470,438971,-232501,9.5,36,0.5
10/17/2024,Support,Upgrade Network,IT1004,Bob Johnson,343925,375946,-32021,4.8,48,0.29
10/30/2024,Support,Security Audit,IT1002,Alice Smith,478745,491110,-12365,6,6,0.84
12/12/2024,Support,Data Warehouse,IT1003,Bob Johnson,199524,197596,1928,2.9,45,0.01
07/06/2024,Support,Cloud Migration,IT1002,Carol White,359550,307842,51708,8,35,0.18
02/22/2024,Support,Upgrade Network,IT1001,Eva Green,347242,350383,-3141,2.2,25,0.2
06/01/2024,Support,Upgrade Network,IT1005,Alice Smith,184678,84041,100637,4.8,44,-0.02
07/23/2024,Support,Upgrade Network,IT1001,Eva Green,445807,312847,132960,1.2,27,0.56
03/14/2024,Support,Cloud Migration,IT1004,Carol White,403827,466322,-62495,2.6,37,0.43
11/25/2024,Support,Develop CRM,IT1004,Bob Johnson,285497,395608,-110111,1.8,47,0.08
05/20/2024,Support,Upgrade Network,IT1004,Bob Johnson,131257,296868,-165611,6.6,45,0.84
04/22/2024,Support,Develop CRM,IT1005,Bob Johnson,454303,381678,72625,5.7,44,-0.18
09/04/2024,Support,Data Warehouse,IT1005,Bob Johnson,109500,495302,-385802,6.4,41,0.61
03/27/2024,Support,Security Audit,IT1002,Eva Green,311545,154816,156729,2.6,9,0.77
01/27/2024,Support,Data Warehouse,IT1001,Eva Green,285595,409393,-123798,3.2,28,0.69
04/21/2024,Support,Security Audit,IT1005,Bob Johnson,55520,83326,-27806,8.2,24,0.08
01/15/2024,Support,Upgrade Network,IT1004,Bob Johnson,225121,194648,30473,7,43,-0.09
06/08/2024,Support,Develop CRM,IT1004,Bob Johnson,120269,268404,-148135,3.6,23,0.35
09/22/2024,Support,Cloud Migration,IT1001,Eva Green,79345,162502,-83157,2.2,34,-0.2
10/15/2024,Support,Security Audit,IT1002,Eva Green,311798,289819,21979,7.8,17,0.48
09/22/2024,Support,Customer Support Portal,IT1003,Bob Johnson,434583,93592,340991,7.9,47,0.17
05/05/2024,Support,Customer Support Portal,IT1003,David Brown,150546,338351,-187805,6.2,9,0.14
02/15/2024,Support,Data Warehouse,IT1005,Eva Green,130201,352500,-222299,2.9,29,0.14
08/14/2024,Support,Security Audit,IT1005,Bob Johnson,211121,481830,-270709,6.8,7,0.75
01/29/2024,Support,Cloud Migration,IT1003,Bob Johnson,283612,233767,49845,3.1,23,0.97
05/17/2024,Support,Develop CRM,IT1005,Bob Johnson,445136,417244,27892,3.4,27,0.86
04/18/2024,Support,Upgrade Network,IT1005,Alice Smith,454015,266817,187198,9.1,24,0.32
05/25/2024,Support,Cloud Migration,IT1004,Eva Green,472132,447227,24905,2.6,8,0.68
11/12/2024,Support,Upgrade Network,IT1003,Alice Smith,257772,258042,-270,4.1,14,-0.13
12/25/2024,Support,Develop CRM,IT1003,Bob Johnson,403076,240569,162507,7.1,7,0.36
12/25/2024,Support,Security Audit,IT1001,Bob Johnson,193888,283561,-89673,5.6,19,-0.08
09/02/2024,Support,Cloud Migration,IT1001,Eva Green,476488,374517,101971,2.5,46,0.83
03/20/2024,Support,Customer Support Portal,IT1001,Carol White,338107,114960,223147,8.6,36,0.97
01/07/2024,Support,Develop CRM,IT1002,Alice Smith,93954,92421,1533,4.5,23,0.96
01/13/2024,Support,Data Warehouse,IT1004,Alice Smith,407574,83618,323956,8.5,12,0.77
06/08/2024,Support,Security Audit,IT1003,David Brown,447650,87111,360539,7.5,36,0.61
12/11/2024,Support,Upgrade Network,IT1005,Bob Johnson,73185,240351,-167166,4.3,25,0.96
01/15/2024,Support,Data Warehouse,IT1003,Alice Smith,353297,369653,-16356,2,39,-0.05
06/16/2024,Support,Develop CRM,IT1001,David Brown,389679,101602,288077,4.7,32,-0.1
04/07/2024,Support,Data Warehouse,IT1005,David Brown,219831,232318,-12487,3.4,26,-0.11
04/04/2024,Support,Upgrade Network,IT1003,Alice Smith,206379,374794,-168415,3.7,4,0.89
07/02/2024,Support,Security Audit,IT1001,Alice Smith,494972,477429,17543,4.2,22,-0.11
08/21/2024,Support,Cloud Migration,IT1002,David Brown,295762,84036,211726,9.8,18,0.49
10/10/2024,Support,Customer Support Portal,IT1004,David Brown,465551,182867,282684,1.7,4,0.4
12/02/2024,Support,Data Warehouse,IT1001,Carol White,339341,451370,-112029,4.7,13,0.21
12/10/2024,Support,Data Warehouse,IT1005,Alice Smith,321421,149430,171991,10,3,0.05
02/08/2024,Support,Security Audit,IT1004,Carol White,360152,93822,266330,4.1,34,0.41
12/01/2024,Support,Customer Support Portal,IT1002,Alice Smith,326827,64042,262785,1.5,40,0.35
01/20/2024,Support,Security Audit,IT1004,David Brown,198961,410258,-211297,3,38,0.26
02/09/2024,Support,Upgrade Network,IT1001,David Brown,498828,129424,369404,1,29,0.39
10/13/2024,Support,Data Warehouse,IT1005,Alice Smith,366463,189395,177068,7.7,24,-0.2
03/11/2024,Support,Data Warehouse,IT1004,Bob Johnson,404211,377570,26641,2.1,41,0.31
08/28/2024,Support,Develop CRM,IT1003,David Brown,202711,80863,121848,1.6,42,0.08
11/18/2024,Support,Cloud Migration,IT1005,David Brown,302217,401495,-99278,4.9,3,0.57
08/01/2024,Support,Security Audit,IT1003,Eva Green,332320,433441,-101121,2,30,0.3
08/16/2024,Support,Develop CRM,IT1005,Carol White,113972,90706,23266,9.9,39,0.04
02/11/2024,Support,Security Audit,IT1004,David Brown,248237,305143,-56906,6,46,0.37
03/13/2024,Support,Data Warehouse,IT1005,Carol White,495093,77034,418059,8.4,25,0.3
03/30/2024,Support,Security Audit,IT1003,David Brown,212781,50589,162192,8.7,27,0.73
04/25/2024,Support,Security Audit,IT1005,David Brown,208598,133078,75520,9,16,0.36
02/14/2024,Support,Data Warehouse,IT1004,Alice Smith,295172,275113,20059,3.6,22,0.94
02/06/2024,Support,Customer Support Portal,IT1004,Eva Green,140880,330414,-189534,1.8,47,0.22
04/19/2024,Support,Security Audit,IT1004,David Brown,428669,416792,11877,4.5,28,0.41
02/19/2024,Support,Customer Support Portal,IT1002,David Brown,178216,302021,-123805,2,35,0.23
06/15/2024,Support,Customer Support Portal,IT1003,Alice Smith,402156,255189,146967,2.3,22,0.39
09/29/2024,Support,Cloud Migration,IT1001,David Brown,432865,410602,22263,8.3,31,0.6
01/13/2024,Support,Upgrade Network,IT1005,David Brown,147537,152793,-5256,1.6,17,0.14
12/15/2024,Support,Customer Support Portal,IT1005,Alice Smith,349372,302402,46970,7.3,7,0.68
10/03/2024,Support,Cloud Migration,IT1002,Carol White,73386,137580,-64194,4.3,25,-0.18
01/01/2024,Support,Cloud Migration,IT1001,Bob Johnson,195406,477918,-282512,6.5,38,0.42
11/29/2024,Support,Cloud Migration,IT1005,Alice Smith,418753,150966,267787,5.4,8,0.24
01/21/2024,Support,Cloud Migration,IT1003,Eva Green,451426,468928,-17502,9.6,47,-0.1
03/25/2024,Support,Develop CRM,IT1002,Bob Johnson,163711,300091,-136380,3.3,36,0.23
02/24/2024,Support,Develop CRM,IT1005,David Brown,476634,406645,69989,9.3,23,0.08
03/08/2024,Support,Develop CRM,IT1002,Bob Johnson,457427,422783,34644,4.1,31,0.3
04/20/2024,Support,Upgrade Network,IT1002,Eva Green,343052,415659,-72607,8.6,16,0.63
05/22/2024,Support,Cloud Migration,IT1003,Eva Green,272123,388138,-116015,4.2,16,0.38
04/30/2024,Support,Customer Support Portal,IT1003,Carol White,69288,22766,46522,5.9,24,0.93
06/11/2024,Support,Customer Support Portal,IT1002,Carol White,473093,334150,138943,3.6,12,0.35
01/24/2024,Support,Customer Support Portal,IT1005,David Brown,303187,282555,20632,9.6,38,0.55
11/12/2024,Support,Cloud Migration,IT1004,David Brown,312091,68202,243889,5.7,36,-0.04
06/24/2024,Support,Cloud Migration,IT1003,Eva Green,109821,466963,-357142,1,4,0.06
